grain_id,class,class_frac,area_px,equiv_diam_px,centroid_row,centroid_col,bbox_r0,bbox_c0,bbox_r1,bbox_c1,major_px,minor_px,solidity,frac_Monazite & Xenotime,frac_Zircon,frac_Rutile,frac_Ilmenite,frac_Iron Oxides,frac_Biotite,frac_Quartz,frac_Chromite,frac_Orthoclase,frac_Carpholite,frac_Garnet-Spessartine,frac_Pseudobrookite,frac_Illite,frac_Calderite,frac_Topaz,frac_Tourmaline,frac_Unknown
1067,Quartz,1.0,10355,114.82332291713479,1085.3460164171897,2738.928150651859,1026,2671,1135,2808,132.384089623678,106.20571274942252,0.8759834193384655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,Quartz,1.0,3153,63.36027370955691,1078.1611163970822,3388.3393593403107,1040,3349,1111,3420,74.22418368703694,57.92147800288589,0.8674002751031636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,Quartz,1.0,177,15.012108426804138,1083.0056497175142,4073.9491525423728,1076,4061,1091,4086,21.187255676589736,13.518207521041496,0.7051792828685259,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,Quartz,1.0,498,25.180812005932435,1085.6586345381527,2297.9859437751006,1064,2286,1104,2312,41.09957457612883,16.615951747814382,0.8272425249169435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,Chromite,1.0,847,32.839517267930155,1089.224321133412,2123.815820543093,1072,2108,1106,2145,35.817213961659704,31.679793236800737,0.9117330462863293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,Quartz,1.0,2131,52.089091658720946,1084.1633036133271,3649.0323791647115,1046,3628,1124,3672,77.2938478526,37.023225992255085,0.8722881702824397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,Quartz,1.0,1690,46.38722701997205,1086.8656804733728,4662.416568047337,1057,4640,1121,4679,61.75282535346976,37.09927986074395,0.8857442348008385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,Quartz,1.0,4603,76.55535007049446,1089.2737345209646,833.6528351075385,1039,802,1142,873,99.77514229145842,61.91146095230729,0.8418068763716167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,Quartz,1.0,1132,37.96455142155909,1090.8109540636042,273.51148409893995,1064,257,1117,291,48.97657771414573,30.632439555099364,0.8595292331055429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,Quartz,1.0,3479,66.55524304015148,1095.7953434895085,1002.773498131647,1059,968,1134,1035,77.06932962306853,61.10340365830669,0.91988365943945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,Quartz,1.0,122,12.463355264843006,1090.3524590163934,1982.704918032787,1083,1972,1099,1992,23.560875413497513,9.570929881448494,0.6703296703296703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,Quartz,1.0,961,34.97975417996089,1078.0738813735693,2861.907388137357,1053,2840,1094,2879,46.281955544238606,30.582951107752958,0.8681120144534779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,Quartz,1.0,656,28.900607975374268,1079.3323170731708,774.0030487804878,1059,762,1096,789,37.630251319511586,23.946118577142887,0.8723404255319149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
