object_id,kind,area_px,equiv_diam,major,minor,orientation,eccentricity,solidity,perimeter,circularity,ppl_r_mean,ppl_r_std,ppl_r_p10,ppl_r_p90,ppl_g_mean,ppl_g_std,ppl_g_p10,ppl_g_p90,ppl_b_mean,ppl_b_std,ppl_b_p10,ppl_b_p90,xpl_r_mean,xpl_r_std,xpl_r_p10,xpl_r_p90,xpl_g_mean,xpl_g_std,xpl_g_p10,xpl_g_p90,xpl_b_mean,xpl_b_std,xpl_b_p10,xpl_b_p90
14,grain,27.0,5.863230142835039,12.054003346538662,3.2854652311786148,-1.5261902710031285,0.9621381745979688,0.84375,18.0,1.0471975511965976,48.015769958496094,81.41629028320312,0.0,192.3505859375,43.8946533203125,74.72682189941406,0.0,179.92974853515625,45.68366241455078,77.52816009521484,0.0,184.76007080078125,49.55555725097656,83.79266357421875,0.0,193.39999389648438,45.22222137451172,76.65184783935547,0.0,179.39999389648438,40.0,68.12570190429688,0.0,162.8000030517578
15,grain,550.0,26.462837142006137,47.685600093805924,15.657938600412152,1.5257135628035745,0.9445534167428681,0.9649122807017544,110.62741699796953,0.5647379966557842,140.26303100585938,66.51142120361328,0.0,194.07571411132812,134.391357421875,65.03253936767578,0.0,191.57427978515625,124.58013916015625,62.23202896118164,0.0,184.5875701904297,141.3345489501953,83.06379699707031,0.0,233.0,150.70181274414062,87.08053588867188,0.0,241.0,148.21636962890625,87.01090240478516,0.0,242.0
16,grain,1763.0,47.37849002836722,69.45993214213753,33.51324508221497,0.3512263226258029,0.8759052657942471,0.9293621507643648,185.0538238691624,0.6469430462264862,192.2003936767578,31.4047908782959,143.18475341796875,215.63967895507812,186.92718505859375,32.94062805175781,136.456787109375,213.052001953125,178.3466339111328,34.94279861450195,126.1060791015625,209.60177612304688,97.92229461669922,70.71817016601562,30.0,220.0,99.63868713378906,66.09346008300781,35.0,211.0,100.14067077636719,52.52775192260742,38.0,180.0
17,grain,906.0,33.96402549065787,41.61625788367716,29.58367859150899,-0.7678576982410639,0.7033251429661753,0.9263803680981595,129.84062043356596,0.6753313293318693,191.46612548828125,29.420042037963867,148.360107421875,217.3647918701172,190.04092407226562,21.934968948364258,157.84825134277344,213.052001953125,187.92449951171875,23.340850830078125,154.39801025390625,210.46432495117188,240.89404296875,33.38996124267578,209.0,255.0,246.5165557861328,20.071733474731445,232.0,255.0,241.0419464111328,22.900697708129883,212.5,255.0
18,grain,41.0,7.225151993843567,12.319574114421126,4.961686965309674,0.12913430308988166,0.9153107908541169,0.8541666666666666,29.071067811865476,0.6096376108115795,140.99679565429688,27.946264266967773,102.64448547363281,170.78662109375,141.5648193359375,26.414785385131836,106.0947265625,169.924072265625,144.2997589111328,22.23168182373047,113.85774993896484,166.4738311767578,37.39024353027344,8.138669967651367,27.0,49.0,41.36585235595703,9.177800178527832,30.0,54.0,46.92683029174805,9.258852005004883,36.0,59.0
19,grain,185.0,15.347615963921077,22.78555257856807,10.56938032287342,-0.37724514113267493,0.8859068186761679,0.8980582524271845,58.76345596729059,0.6732353840745521,169.75155639648438,23.19015121459961,139.21697998046875,193.73068237304688,168.74913024902344,26.518651962280273,130.59140014648438,194.07571411132812,166.63235473632812,26.3102970123291,133.6966094970703,194.07571411132812,51.64864730834961,20.366661071777344,28.0,75.59999084472656,68.07567596435547,25.9013671875,34.0,101.59999084472656,73.03243255615234,25.866371154785156,37.400001525878906,104.0
20,grain,1041.0,36.40662530459675,50.073695142965654,26.89382063012909,1.275181190055265,0.8435282542390455,0.9395306859205776,140.76955262170048,0.6601507678415248,171.20506286621094,30.697246551513672,126.79613494873047,205.28897094726562,167.88906860351562,30.981924057006836,125.9335708618164,201.8387451171875,162.79241943359375,30.482837677001953,119.89566040039062,200.11361694335938,95.10470581054688,36.78521728515625,52.0,142.0,104.34005737304688,40.47477340698242,51.0,156.0,111.7732925415039,38.761722564697266,60.0,163.0
21,grain,1667.0,46.07049295453128,52.311822401850925,41.70075547888565,0.7292743887808061,0.603771567499541,0.9520274129069103,170.12489168102786,0.7237852701208719,196.08128356933594,23.638668060302734,158.71080017089844,216.5022430419922,190.75379943847656,24.971113204956055,155.2605743408203,213.052001953125,183.3007049560547,29.853376388549805,139.73451232910156,209.60177612304688,233.678466796875,31.95981788635254,188.0,255.0,219.20155334472656,26.61212730407715,185.60000610351562,251.0,171.11936950683594,42.696434020996094,118.60000610351562,236.0
22,grain,12.0,3.9088200952233594,4.894994431930091,2.9693109114997,0.16435549941648442,0.7950060587397373,1.0,10.242640687119284,1.4373655585403928,203.42010498046875,4.826136589050293,197.7847137451172,210.37806701660156,197.6697235107422,8.361579895019531,187.1752471923828,207.6178741455078,185.3782501220703,9.704318046569824,173.89183044433594,199.68234252929688,35.91666793823242,1.9346977472305298,33.099998474121094,37.900001525878906,33.08333206176758,3.3029868602752686,27.399999618530273,36.79999923706055,40.91666793823242,2.3964672088623047,38.099998474121094,43.900001525878906
23,grain,154.0,14.002817212590296,15.43050272547961,12.985055977571673,-0.6476572861378717,0.5402280488586924,0.9333333333333333,47.31370849898476,0.8644832942837176,199.54232788085938,10.475149154663086,187.4340057373047,210.20555114746094,193.6388397216797,12.152491569519043,177.08331298828125,207.87664794921875,188.11061096191406,13.946134567260742,169.32028198242188,205.28897094726562,253.16883850097656,4.1588664054870605,250.0,255.0,253.13636779785156,5.058191776275635,250.0,255.0,248.07142639160156,6.516818523406982,238.3000030517578,254.0
24,grain,7.0,2.985410660720923,3.0237157840738176,2.799416848895061,0.0,0.377964473009227,1.0,6.82842712474619,1.8865422955842652,128.7677001953125,29.967693328857422,90.91368865966797,164.92123413085938,122.8530044555664,28.394739151000977,86.94591522216797,157.6757354736328,96.48336029052734,25.62261199951172,65.20944213867188,128.0037078857422,83.71428680419922,12.498163223266602,67.80000305175781,97.79999542236328,87.42857360839844,13.102422714233398,72.19999694824219,102.79999542236328,69.42857360839844,8.103917121887207,59.599998474121094,78.39999389648438
25,grain,2449.0,55.840519741997504,114.69762759681065,32.88269480772683,0.3298654119115167,0.9580233213080259,0.7745098039215687,308.16652224137044,0.32406172143469325,153.25755310058594,42.42545700073242,93.15634155273438,204.59889221191406,155.85264587402344,34.41945266723633,107.81983947753906,200.11361694335938,153.19944763183594,31.640106201171875,109.54496002197266,194.07571411132812,116.20171356201172,74.2641372680664,27.0,235.0,127.26622772216797,74.73983001708984,33.0,233.0,122.33401489257812,66.33016204833984,40.0,216.0
26,grain,5.0,2.5231325220201604,2.5298221281347035,2.5298221281347035,-0.7853981633974483,0.0,1.0,5.656854249492381,1.9634954084936203,7.763028621673584,0.0,7.763028621673584,7.763028621673584,8.453076362609863,0.345023512840271,8.108052253723145,8.625587463378906,9.315633773803711,0.34502336382865906,8.970610618591309,9.48814582824707,7.800000190734863,0.4000000059604645,7.400000095367432,8.0,7.800000190734863,0.4000000059604645,7.400000095367432,8.0,7.800000190734863,0.4000000059604645,7.400000095367432,8.0
27,grain,2945.0,61.23471612774125,71.29497424196676,54.138140887288294,1.0460119442697506,0.6506774471251012,0.9272670025188917,232.8528137423857,0.6825464036695749,192.4103546142578,22.944765090942383,163.8861541748047,212.189453125,187.7024383544922,22.923473358154297,156.98568725585938,208.7392120361328,181.10012817382812,25.06265640258789,147.49754333496094,207.87664794921875,232.01901245117188,45.19205856323242,185.39999389648438,255.0,230.2261505126953,41.17489242553711,186.0,255.0,219.20509338378906,42.14421081542969,169.0,255.0
28,grain,4022.0,71.56094918965807,138.2866581188038,41.07742272676519,-0.8771519592618563,0.9548633410317401,0.8599529612999787,344.14927829866735,0.4267349406995942,171.46560668945312,31.09883689880371,126.79613494873047,205.28897094726562,169.35382080078125,28.788671493530273,129.38380432128906,201.75241088867188,162.69140625,30.30577850341797,121.62078094482422,199.25106811523438,142.18075561523438,61.24506378173828,61.0,226.0,157.82421875,59.87607955932617,70.0,231.0,160.12631225585938,54.79470443725586,83.0,226.0
29,grain,869.0,33.26327050028088,36.76319954242826,30.32953701533115,1.0330977812861024,0.5651368021911004,0.9612831858407079,114.56244584051393,0.8320416881523712,194.80526733398438,24.801713943481445,159.40084838867188,217.3647918701172,189.73414611816406,24.761131286621094,157.84825134277344,213.91456604003906,180.3204345703125,29.353574752807617,143.18475341796875,208.7392120361328,250.9505157470703,10.865898132324219,243.0,255.0,250.10586547851562,13.62502384185791,242.0,255.0,206.82278442382812,31.24097442626953,175.8000030517578,241.0
30,grain,301.0,19.576646877473273,20.25987882729052,19.675186550610977,-1.4846571833630782,0.2385085954596273,0.9435736677115988,67.79898987322333,0.8228675056931388,159.28965759277344,27.20420265197754,124.20845794677734,193.21315002441406,163.68556213378906,25.682876586914062,128.52125549316406,195.8008270263672,159.633544921875,28.8572940826416,119.0331039428711,193.21315002441406,211.5016632080078,25.404321670532227,175.0,240.0,214.39202880859375,27.89418601989746,172.0,246.0,195.8006591796875,35.40426254272461,148.0,239.0
31,grain,3306.0,64.87934906343041,82.98500443243658,59.14215140444038,-0.715856894460231,0.701484407403741,0.8964208242950108,268.3025612106916,0.5771159487843602,176.0363311767578,30.722259521484375,126.79613494873047,208.7392120361328,191.00823974609375,16.716751098632812,168.19894409179688,207.87664794921875,192.7062225341797,18.337961196899414,169.924072265625,207.87664794921875,85.66364288330078,47.70183181762695,36.0,150.5,88.52147674560547,38.10433578491211,57.0,129.5,80.49243927001953,34.00393295288086,52.0,122.0
